,Skills Required,count,Scrape Date,Job Title,Company,Location,Date Posted,Experience Level,Job Type,Work Type,Job Link,City,State,Job Category,Day Posted,Salary_Definite
4806,"R, Data Science",114,2025-02-17,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=20&pageNum=0&refId=h8eywf9XjE4nof3%2FuubcMQ%3D%3D&trackingId=Y%2BtDRDbJl8PFWw4nF%2FhplA%3D%3D,Boston,MA,AI/ML,Thursday,157000.0
4807,"R, Data Science",114,2025-02-17,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=23&pageNum=0&refId=YQjeJ2PbNYJjIT1MUQqilQ%3D%3D&trackingId=pLtPpW0sZAGo%2BwIcxq%2BIbg%3D%3D,Boston,MA,AI/ML,Thursday,153000.0
4808,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=26&pageNum=0&refId=4D5WnsGk0zd85JtA5gD4zg%3D%3D&trackingId=fQPec9Whca9zTV0VS4zk6g%3D%3D,Boston,MA,AI/ML,Thursday,206000.0
4809,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=1&pageNum=2&refId=s0QTnYuQq0lq%2BPL10Ax%2BKg%3D%3D&trackingId=CSppVuugYbNbqtsG%2BhGYDQ%3D%3D,Boston,MA,AI/ML,Thursday,143000.0
4810,"R, Data Science",114,2025-02-18,Vice President of Gen AI Delivery,Get It - Executive,"Redmond, WA",2025-02-16,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vice-president-of-gen-ai-delivery-at-get-it-executive-4152361585?position=8&pageNum=15&refId=Gbdv7W6Rdudj562Cprs8Uw%3D%3D&trackingId=HD3Nuor8RZ5kmWW1K82diQ%3D%3D,Redmond,WA,AI/ML,Sunday,150000.0
4811,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=25&pageNum=0&refId=8N8NFhOXeifv4GIvhKJwNg%3D%3D&trackingId=zNmUKSAUR9hoB3ZydlF8xw%3D%3D,Boston,MA,AI/ML,Thursday,156000.0
4813,"R, Data Science",114,2025-02-18,"Manager, AI Enablement & Adoption",Lytho,United States,2025-02-13,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/manager-ai-enablement-adoption-at-lytho-4151310368?position=6&pageNum=15&refId=DChbcqXW7taweibgiIGR5w%3D%3D&trackingId=HUQQRWZs5Sj81FRp2nUV3A%3D%3D,Rockford,IL,AI/ML,Thursday,146000.0
4814,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=27&pageNum=0&refId=ZooJ34xwZiQM4K4eSzPbSw%3D%3D&trackingId=qWWR0GpI9N4Co%2B9DU5jtFg%3D%3D,Boston,MA,AI/ML,Thursday,191000.0
4815,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=2&pageNum=2&refId=oCMWboyhJSCycF4V0LZC7Q%3D%3D&trackingId=91K8Xi5p35UR6jGUigN7kA%3D%3D,Boston,MA,AI/ML,Thursday,154000.0
4816,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=27&pageNum=0&refId=q9CADUzoayn4vxSJiLN0oA%3D%3D&trackingId=ltGjwzVe830DytAzvkTK9w%3D%3D,Boston,MA,AI/ML,Thursday,165000.0
4817,"R, Data Science",114,2025-02-18,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=3&pageNum=2&refId=d1jLphXc3MuM75IrDsQNlA%3D%3D&trackingId=c8w0NnJ8ay9EOO3%2BEcMfJQ%3D%3D,Boston,MA,AI/ML,Thursday,206000.0
4818,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=27&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=0pGZAAreLSXd381zxOahvg%3D%3D,Boston,MA,AI/ML,Thursday,165000.0
4819,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=2&pageNum=2&refId=E2X2VNN5jsugQ6dCrkK%2FiQ%3D%3D&trackingId=tMNn0NkscndFTbAdQTTtIw%3D%3D,Boston,MA,AI/ML,Thursday,207000.0
4820,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=31&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=AIPYZka%2BcIvyGWk3Deks8w%3D%3D,Boston,MA,AI/ML,Thursday,178000.0
4821,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=6&pageNum=2&refId=oIA4TJdRP5Vh3Kyqx%2FohSQ%3D%3D&trackingId=7%2BVA1xMlfbYO3zZXIRZ11Q%3D%3D,Boston,MA,AI/ML,Thursday,159000.0
4822,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=36&pageNum=0&refId=EtwQLqtmadffvyMOVW0Ylg%3D%3D&trackingId=HNWu3BoUBxOfH4tEVh%2BEsg%3D%3D,Boston,MA,AI/ML,Thursday,185000.0
4823,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=34&pageNum=0&refId=Ai8X%2FlVHVtef%2BKH%2BkaYu0Q%3D%3D&trackingId=J3uUTz8ruicVWrLeKWwK5w%3D%3D,Boston,MA,AI/ML,Thursday,209000.0
4824,"R, Data Science",114,2025-02-19,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=9&pageNum=2&refId=gfKxBWgsr9jEMuf6aWF9KA%3D%3D&trackingId=UqRkIyhg9%2FxKC8TM5LbO%2Bw%3D%3D,Boston,MA,AI/ML,Thursday,141000.0
4825,"R, Data Science",114,2025-02-19,"Business Analyst, AI",Bain Capital,"Boston, MA",2025-02-19,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/business-analyst-ai-at-bain-capital-4158396133?position=5&pageNum=15&refId=4XOe46Vo85%2FjsDWMXJOm%2BA%3D%3D&trackingId=PUe8NvKCvAqgFkwOfduH2A%3D%3D,Boston,MA,AI/ML,Wednesday,176000.0
4826,"R, Data Science",114,2025-02-21,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=13&pageNum=0&refId=GwMs4We%2FEhieDee7C1uESQ%3D%3D&trackingId=AB4dx%2BwM3IRw%2BFPxMD9M8w%3D%3D,Boston,MA,AI/ML,Thursday,142000.0
4827,"R, Data Science",114,2025-02-23,Data Science,Sight Machine,"Ann Arbor, MI",2025-02-22,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-science-at-sight-machine-4162345344?position=37&pageNum=0&refId=goqOGnGunnS4CC%2Bn7Qbufg%3D%3D&trackingId=tzh3Rl7LM5v8f4ZszFPhTw%3D%3D,Ann Arbor,MI,Other,Saturday,203000.0
4828,"R, Data Science",114,2025-02-24,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=17&pageNum=0&refId=uBJ5vZw%2Fj6GmtbutbF7zYQ%3D%3D&trackingId=n8gWafInGBm%2FHumn%2FsmuNQ%3D%3D,Boston,MA,AI/ML,Thursday,172000.0
4829,"R, Data Science",114,2025-02-24,Data Science,Sight Machine,"Ann Arbor, MI",2025-02-22,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-science-at-sight-machine-4162345344?position=53&pageNum=0&refId=uBJ5vZw%2Fj6GmtbutbF7zYQ%3D%3D&trackingId=WvsFjxZIbPb05IZixrjWyw%3D%3D,Ann Arbor,MI,Other,Saturday,195000.0
4830,"R, Data Science",114,2025-02-24,Data Science,Sight Machine,"Ann Arbor, MI",2025-02-22,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-science-at-sight-machine-4162345344?position=4&pageNum=5&refId=aPyYY0Kfr%2BFfTuyapqdwSQ%3D%3D&trackingId=ozctOwN0BA5vegYc9WoBfQ%3D%3D,Ann Arbor,MI,Other,Saturday,158000.0
4831,"R, Data Science",114,2025-02-26,Data Scientist - Bellevue,Resulticks,"Bellevue, WA",2025-02-24,Mid Level,Full-time,On-site,https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=7&pageNum=0&refId=W5XDf2T5uCFw%2BqtvDpiUmw%3D%3D&trackingId=81WFIjuP9YelCQAox4rC1g%3D%3D,Bellevue,WA,Data Scientist,Monday,145000.0
4832,"R, Data Science",114,2025-02-26,Data Scientist - Bellevue,Resulticks,"Bellevue, WA",2025-02-24,Mid Level,Full-time,On-site,https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=7&pageNum=0&refId=6pWGjt5ZO6ZE5hSJi%2BdvtQ%3D%3D&trackingId=YqXSHOQ4V3xwKip9%2BgpwGg%3D%3D,Bellevue,WA,Data Scientist,Monday,112000.0
4833,"R, Data Science",114,2025-02-26,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=27&pageNum=0&refId=6pWGjt5ZO6ZE5hSJi%2BdvtQ%3D%3D&trackingId=WrkZcw3PIJVT9LdNDMsVjQ%3D%3D,Boston,MA,AI/ML,Thursday,152000.0
4834,"R, Data Science",114,2025-02-26,Business Analyst - Data Science AI,CoTalent,"Boston, MA",2025-02-13,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/business-analyst-data-science-ai-at-cotalent-4151995375?position=2&pageNum=2&refId=uQarJmN53dImMhs%2BVUWorg%3D%3D&trackingId=FA%2FOYwxVDlXFqydoNb%2BGzg%3D%3D,Boston,MA,AI/ML,Thursday,162000.0
4835,"R, Data Science",114,2025-02-27,Data Analytics/Science and AI,TieTalent,"Massachusetts, United States",2025-02-27,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-analytics-science-and-ai-at-tietalent-4168902312?position=2&pageNum=15&refId=4X5duv6BwwhQ7SxA3n%2B2bg%3D%3D&trackingId=hBDO1Ae4VEBehB96DUdDww%3D%3D,Massachusetts,MA,AI/ML,Thursday,138000.0
4836,"R, Data Science",114,2025-02-28,"Senior Associate, GTM Strategy and Operations",LinkedIn,"San Francisco, CA",2025-02-28,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-associate-gtm-strategy-and-operations-at-linkedin-4171068514?position=42&pageNum=0&refId=Fz8iW7l0jCUWjMQ4D8SF5w%3D%3D&trackingId=8e4zaciHCAgw1CJGN88J5g%3D%3D,San Francisco,CA,Other,Friday,120000.0
4837,"R, Data Science",114,2025-03-03,Innovation Analyst,Capgemini,"New York, NY",2025-03-03,Senior Level,Full-time,On-site,https://www.linkedin.com/jobs/view/innovation-analyst-at-capgemini-4174478287?position=26&pageNum=0&refId=2%2FsOE2L8LDg7tKTSC%2B5gYw%3D%3D&trackingId=LPyQ%2FpByN7VYOwLRaOI36g%3D%3D,New York,NY,Data Analyst,Monday,152000.0
4838,"R, Data Science",114,2025-03-03,Innovation Analyst,Capgemini,"New York, NY",2025-03-03,Senior Level,Full-time,On-site,https://www.linkedin.com/jobs/view/innovation-analyst-at-capgemini-4174478287?position=1&pageNum=2&refId=ghE4RHRq21lAdSORIb%2Fpcg%3D%3D&trackingId=LjTmpFNs11NzVsOIANiFMw%3D%3D,New York,NY,Data Analyst,Monday,180000.0
4839,"R, Data Science",114,2025-03-03,Data Analytics/Science and AI,TieTalent,"Massachusetts, United States",2025-02-27,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-analytics-science-and-ai-at-tietalent-4168902312?position=10&pageNum=10&refId=rrjouFjy%2BI5kUQma1Pc6iA%3D%3D&trackingId=AERBVrSc1MIUuNdBwjS%2F%2BQ%3D%3D,Massachusetts,MA,AI/ML,Thursday,151000.0
4840,"R, Data Science",114,2025-03-05,Innovation Analyst,Capgemini,"New York, NY",2025-03-03,Senior Level,Full-time,On-site,https://www.linkedin.com/jobs/view/innovation-analyst-at-capgemini-4174478287?position=41&pageNum=0&refId=dTR0qTGcj%2FbaN4WIJiJ5Qg%3D%3D&trackingId=x3w%2F6ArA2U%2F14UFgSBcF3g%3D%3D,New York,NY,Data Analyst,Monday,175000.0
4841,"R, Data Science",114,2025-03-05,Strategy Director - AI and Data Solutions,ADP,New York City Metropolitan Area,2025-02-27,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/strategy-director-ai-and-data-solutions-at-adp-4169022595?position=9&pageNum=15&refId=GkB4NmJ85Yu9xOUmLabReg%3D%3D&trackingId=c7mIfrwKG6rahMHIFN8ysA%3D%3D,New York City Metropolitan Area,,AI/ML,Thursday,145000.0
4842,"R, Data Science",114,2025-03-05,Innovation Analyst,Capgemini,"New York, NY",2025-03-03,Senior Level,Full-time,On-site,https://www.linkedin.com/jobs/view/innovation-analyst-at-capgemini-4174478287?position=50&pageNum=0&refId=gSZg4xiM3NvvSLRLf%2FEBgw%3D%3D&trackingId=dIGpbyO8YfZ1C2PevKkUrQ%3D%3D,New York,NY,Data Analyst,Monday,162000.0
4843,"R, Data Science",114,2025-03-05,"Product Manager, Customer Service",Netflix,"Los Gatos, CA",2025-03-03,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/product-manager-customer-service-at-netflix-4173091188?position=3&pageNum=12&refId=XEE1YpYC9I7XmlfBnryftA%3D%3D&trackingId=%2F%2FLraMJOZ%2BYIu2%2F5Ke%2Bdkg%3D%3D,Los Gatos,CA,Product,Monday,106000.0
4844,"R, Data Science",114,2025-03-05,Data Analytics/Science and AI,TieTalent,"Massachusetts, United States",2025-02-27,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-analytics-science-and-ai-at-tietalent-4168902312?position=6&pageNum=15&refId=5IrQtkrQI6AS%2FhROLi8Vdw%3D%3D&trackingId=dQEEsGqmgBO7227zmPZUFA%3D%3D,Massachusetts,MA,AI/ML,Thursday,106000.0
4845,"R, Data Science",114,2025-03-12,"Head of AI, Data Science and Innovation Analytics",Aventis Solutions,"New York, NY",2025-03-12,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/head-of-ai-data-science-and-innovation-analytics-at-aventis-solutions-4182948913?position=34&pageNum=0&refId=2tmje2Kq6V48NDhNXkVusw%3D%3D&trackingId=Ni1kZZAPvpc%2BIdh0k5GTtA%3D%3D,New York,NY,AI/ML,Wednesday,164000.0
4846,"R, Data Science",114,2025-03-12,"Head of AI, Data Science and Innovation Analytics",Aventis Solutions,"New York, NY",2025-03-12,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/head-of-ai-data-science-and-innovation-analytics-at-aventis-solutions-4182948913?position=9&pageNum=2&refId=lH5%2FhL4tWdx6sI8e%2BPZsYw%3D%3D&trackingId=J4zHqrd1b6DsBWbf5nzXhA%3D%3D,New York,NY,AI/ML,Wednesday,187000.0
4847,"R, Data Science",114,2025-03-12,"Head of AI, Data Science and Innovation Analytics",Aventis Solutions,"New York, NY",2025-03-12,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/head-of-ai-data-science-and-innovation-analytics-at-aventis-solutions-4182948913?position=9&pageNum=12&refId=YZMzhgZfbZ5FliNPCXn1iQ%3D%3D&trackingId=F3tTLBdLXCc%2BHJ0S6Ue%2Bqg%3D%3D,New York,NY,AI/ML,Wednesday,200000.0
4848,"R, Data Science",114,2025-03-15,Data Analyst,Wavestream AI,United States,2025-03-15,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/data-analyst-at-wavestream-ai-4182802173?position=60&pageNum=0&refId=v2DfFlWUm7wgaaka395CCw%3D%3D&trackingId=ABqDq9QmAX0m3Ngm8YLzKQ%3D%3D,Cranbury,NJ,Data Analyst,Saturday,161000.0
4849,"R, Data Science",114,2025-03-15,Data Analyst,Wavestream AI,United States,2025-03-15,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/data-analyst-at-wavestream-ai-4182802173?position=10&pageNum=5&refId=1HwpV0pk87TPsFjAD6ARYQ%3D%3D&trackingId=EWXrDePPBWJzojUG7B094A%3D%3D,Addison,TX,Data Analyst,Saturday,175000.0
4850,"R, Data Science",114,2025-03-16,Data Analyst,Wavestream AI,United States,2025-03-15,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/data-analyst-at-wavestream-ai-4182802173?position=2&pageNum=5&refId=KLvojdrDHEo7UQ2fv1grlQ%3D%3D&trackingId=5OomXe5EicrkEH3eHJ31cg%3D%3D,Charleston,SC,Data Analyst,Saturday,197000.0
4851,"R, Data Science",114,2025-03-25,Vice President Digital Science,Pioneering Intelligence,"Cambridge, MA",2025-03-25,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vice-president-digital-science-at-pioneering-intelligence-4190847514?position=1&pageNum=15&refId=ASIAoVog4rmbZ6VaKFZRww%3D%3D&trackingId=VsG23Xf56OPbY4SQi2ny1A%3D%3D,Cambridge,MA,Other,Tuesday,154000.0
4852,"R, Data Science",114,2025-03-25,"Director, Performance Analytics",Blackbird Health,United States,2025-03-24,Senior Level,Contract,Remote,https://www.linkedin.com/jobs/view/director-performance-analytics-at-blackbird-health-4192443115?position=5&pageNum=15&refId=Wx4w5JIu9J0%2BroCuYne7uw%3D%3D&trackingId=T5L5ECSqt0Xz3lueJaXs8Q%3D%3D,Cheshire,CT,Other,Monday,195000.0
4853,"R, Data Science",114,2025-03-25,Vice President Digital Science,Pioneering Intelligence,"Cambridge, MA",2025-03-25,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vice-president-digital-science-at-pioneering-intelligence-4190847514?position=9&pageNum=15&refId=Wx4w5JIu9J0%2BroCuYne7uw%3D%3D&trackingId=jArBa6setm%2BEGiqqG0WRqA%3D%3D,Cambridge,MA,Other,Tuesday,155000.0
4854,"R, Data Science",114,2025-03-25,"Director, Performance Analytics",Blackbird Health,United States,2025-03-24,Senior Level,Contract,Remote,https://www.linkedin.com/jobs/view/director-performance-analytics-at-blackbird-health-4192443115?position=5&pageNum=15&refId=FCkX4IhnzjTjfe1KLriJ6Q%3D%3D&trackingId=EamMcudAzr5IMjABbo%2FBsg%3D%3D,Savannah,GA,Other,Monday,198000.0
4855,"R, Data Science",114,2025-03-27,Director of Insights,SharkNinja,"Needham, MA",2025-03-25,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/director-of-insights-at-sharkninja-4192829291?position=5&pageNum=15&refId=wduz4PuI9vAbM3Bc%2Bsr5Vw%3D%3D&trackingId=q3gOHDaUJj2sOReu1OiEHw%3D%3D,Needham,MA,Other,Tuesday,156000.0
4856,"R, Data Science",114,2025-03-30,Data Scientist,Microsoft,United States,2025-03-29,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-4196365673?position=26&pageNum=0&refId=1wuqyUCJdfhfwsBrDszdvw%3D%3D&trackingId=a1x%2FfZrrw7tuHnBJab5oZQ%3D%3D,New Jersey,NJ,Data Scientist,Saturday,118000.0
4857,"R, Data Science",114,2025-03-30,Data Scientist,Microsoft,United States,2025-03-29,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-4196365673?position=2&pageNum=2&refId=QoKWYUFPciGD%2ByHVdS6PDw%3D%3D&trackingId=S3G70%2Bt4zo%2By6nxtkV3qZg%3D%3D,Henderson,NV,Data Scientist,Saturday,154000.0
4858,"R, Data Science",114,2025-03-30,Data Scientist,Microsoft,United States,2025-03-29,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-4196365673?position=31&pageNum=0&refId=%2Bpgbcz7%2FgqFa0reh2rM2BA%3D%3D&trackingId=iRzWOipmOoD0aZagMrAo%2Fw%3D%3D,Warwick,RI,Data Scientist,Saturday,103000.0
4859,"R, Data Science",114,2025-03-30,Data Scientist,Microsoft,United States,2025-03-29,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-4196365673?position=3&pageNum=2&refId=4oOYM7OaQdcy9LVt5AALTQ%3D%3D&trackingId=AxrRzRvZHAvFuWqE8k5fCw%3D%3D,Rockford,IL,Data Scientist,Saturday,111000.0
4860,"R, Data Science",114,2025-03-30,Data Science Consultant/Professor,Mindrift,United States,2025-03-27,Senior Level,Freelance,Remote,https://www.linkedin.com/jobs/view/data-science-consultant-professor-at-mindrift-4195147553?position=1&pageNum=10&refId=%2F1sL47oDxaY8MogLmgsxaA%3D%3D&trackingId=CxWJ7C33oCCRKTNlkLYISw%3D%3D,Indiana,IN,Other,Thursday,165000.0
4861,"R, Data Science",114,2025-04-01,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-03-31,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4197431282?position=54&pageNum=0&refId=4K%2F%2FkARPcrQdKqgB1S%2BXUA%3D%3D&trackingId=g5HSmDlXTATncSvdKWa6GQ%3D%3D,San Francisco,CA,Product,Monday,151000.0
4862,"R, Data Science",114,2025-04-01,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-03-31,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4197431282?position=4&pageNum=5&refId=auRUeDjOWKe%2FwREQsgLPZQ%3D%3D&trackingId=TYooQcVeLgi%2FczJCuunVww%3D%3D,San Francisco,CA,Product,Monday,110000.0
4863,"R, Data Science",114,2025-04-04,Head of Artificial Intelligence,Plymouth Rock Assurance,"Boston, MA",2025-04-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-plymouth-rock-assurance-4201066396?position=45&pageNum=0&refId=QqOaBPe7aQRb%2Fz0bCUfvUg%3D%3D&trackingId=7Y5l1k5NGO963ibsxs0rrg%3D%3D,Boston,MA,Other,Friday,206000.0
4864,"R, Data Science",114,2025-04-04,Head of Artificial Intelligence,Plymouth Rock Assurance,"Boston, MA",2025-04-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-plymouth-rock-assurance-4201066396?position=45&pageNum=0&refId=D375DyfarpXAipBHxbtbXQ%3D%3D&trackingId=ksqOdMRRRYIgDn%2BIgifNUA%3D%3D,Boston,MA,Other,Friday,195000.0
4865,"R, Data Science",114,2025-04-04,Head of Artificial Intelligence,Plymouth Rock Assurance,"Boston, MA",2025-04-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/head-of-artificial-intelligence-at-plymouth-rock-assurance-4201066396?position=44&pageNum=0&refId=HCAQDqOurYMKfx%2F3PoswWA%3D%3D&trackingId=fXgQxZoVgxrmUBG3KxbRYw%3D%3D,Boston,MA,Other,Friday,195000.0
4866,"R, Data Science",114,2025-04-08,Data Scientist,Microsoft,United States,2025-04-07,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-4202504441?position=18&pageNum=0&refId=yAKobNsa%2FxaavaNNgI%2FE6w%3D%3D&trackingId=phc%2BAY3ucDJCSAj9Iy50IQ%3D%3D,Cedar Rapids,IA,Data Scientist,Monday,116000.0
4867,"R, Data Science",114,2025-04-08,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=52&pageNum=0&refId=yAKobNsa%2FxaavaNNgI%2FE6w%3D%3D&trackingId=nYqO3GIChMLiDK24RzKuMA%3D%3D,Philadelphia,PA,AI/ML,Tuesday,151000.0
4868,"R, Data Science",114,2025-04-08,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=2&pageNum=5&refId=CuRhrSKmCrf9rnEndOwehw%3D%3D&trackingId=n28uu10LD766dqXF5AHspw%3D%3D,Philadelphia,PA,AI/ML,Tuesday,167000.0
4869,"R, Data Science",114,2025-04-08,Growth Marketing,Julius AI,"San Francisco, CA",2024-10-03,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/growth-marketing-at-julius-ai-4041421976?position=1&pageNum=15&refId=nAeHpYffb3XlxlzYQyK%2B%2BQ%3D%3D&trackingId=CxwlsWe5yE5IdKjgrLdxEQ%3D%3D,San Francisco,CA,Other,Thursday,102000.0
4870,"R, Data Science",114,2025-04-09,Senior AI/ML Expert,SoftServe,United States,2025-04-09,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-ai-ml-expert-at-softserve-4205042248?position=4&pageNum=12&refId=Ni9gfSfEnCkGbAOsbhtryQ%3D%3D&trackingId=Re9GxzgvJX7zUAcjsDyH3Q%3D%3D,Bedminster,NJ,AI/ML,Wednesday,169000.0
4871,"R, Data Science",114,2025-04-09,"Business Data Analyst (NY, NY)",Centrical,"New York, United States",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/business-data-analyst-ny-ny-at-centrical-4203726743?position=3&pageNum=15&refId=1NG9hzRHIyyl%2FP4O%2FcAv6Q%3D%3D&trackingId=8UwksW1x%2Bme8RnidlTxAdg%3D%3D,New York,NY,Data Analyst,Tuesday,152000.0
