,Skills Required,count,Scrape Date,Job Title,Company,Location,Date Posted,Experience Level,Job Type,Work Type,Job Link,City,State,Job Category,Day Posted,Salary_Definite
4872,"R, Data Science",114,2025-04-15,Product Manager (Junior),Inizio Partners,"Houston, TX",2025-04-15,Entry Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/product-manager-junior-at-inizio-partners-4210528214?position=3&pageNum=0&refId=dWTp0Irmo5Ofvz%2F6kmYz1A%3D%3D&trackingId=rde47BbNqcSIqFUdd0bc3w%3D%3D,Houston,TX,Product,Tuesday,102000.0
4873,"R, Data Science",114,2025-04-15,Quality Data & Improvement Analyst (Remote),Vaya Health,"Asheville, NC",2025-04-15,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/quality-data-improvement-analyst-remote-at-vaya-health-4210525915?position=16&pageNum=0&refId=dWTp0Irmo5Ofvz%2F6kmYz1A%3D%3D&trackingId=FEN2sFLZCSzzneDn%2Bnbkog%3D%3D,Asheville,NC,Data Analyst,Tuesday,188000.0
4874,"R, Data Science",114,2025-04-15,Business Intelligence Analyst,Berkley Aspire (a Berkley Company),"West Chester, OH",2025-04-15,Mid Level,Full-time,Remote,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-berkley-aspire-a-berkley-company-4210546339?position=1&pageNum=12&refId=yvF8fxmS12NfD4nQixan6g%3D%3D&trackingId=8hM0L%2Bb0yIvtpNLd%2BIh78w%3D%3D,West Chester,OH,Data Analyst,Tuesday,121000.0
4875,"R, Data Science",114,2025-04-16,Data Analyst,AARATECH,"California, United States",2025-04-16,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-analyst-at-aaratech-4209791302?position=23&pageNum=0&refId=34GuuJ84Uc9wftn%2BhtGElw%3D%3D&trackingId=PhqKKW9j7r9J%2Bmbuq5eNYg%3D%3D,California,CA,Data Analyst,Wednesday,201000.0
4876,"R, Data Science",114,2025-04-16,"Senior Manager, Data Science - Flagship Experience",LinkedIn,"Mountain View, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-manager-data-science-flagship-experience-at-linkedin-4210110169?position=37&pageNum=0&refId=34GuuJ84Uc9wftn%2BhtGElw%3D%3D&trackingId=BpGaIxitNZniOBmZ8Mjl8A%3D%3D,Mountain View,CA,Manager,Wednesday,183000.0
4877,"R, Data Science",114,2025-04-16,"Senior Manager, Data Science - Flagship Experience",LinkedIn,"Mountain View, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-manager-data-science-flagship-experience-at-linkedin-4210110169?position=6&pageNum=2&refId=t2PoxllAeYj48vzHli31aA%3D%3D&trackingId=JIsw%2FFQq37XRbLZiQqKE3g%3D%3D,Mountain View,CA,Manager,Wednesday,155000.0
4878,"R, Data Science",114,2025-04-16,"Senior Manager, Talent Strategy & Consulting",LinkedIn,"Mountain View, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-manager-talent-strategy-consulting-at-linkedin-4211900072?position=8&pageNum=0&refId=sFgZpcipRNkNvdjDQCdakg%3D%3D&trackingId=aneR1Qd6bJsVi0vVkIii6w%3D%3D,Mountain View,CA,Manager,Wednesday,200000.0
4879,"R, Data Science",114,2025-04-16,"Senior Product Manager, Jobs",LinkedIn,"San Francisco, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-product-manager-jobs-at-linkedin-4211795756?position=13&pageNum=0&refId=sFgZpcipRNkNvdjDQCdakg%3D%3D&trackingId=kXg9NeIq8gHaDvZ4ZGVLIA%3D%3D,San Francisco,CA,Product,Wednesday,141000.0
4880,"R, Data Science",114,2025-04-16,"Staff Product Designer, Sales Solutions",LinkedIn,"New York, NY",2025-04-16,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/staff-product-designer-sales-solutions-at-linkedin-4211759591?position=5&pageNum=7&refId=da5eENnlC1%2F90LvoC33MLw%3D%3D&trackingId=wLEgBhFmcBX2wkf7sZkehw%3D%3D,New York,NY,Product,Wednesday,210000.0
4881,"R, Data Science",114,2025-04-16,Data Quality Analyst,EDO,United States,2025-04-16,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/data-quality-analyst-at-edo-4211770341?position=8&pageNum=7&refId=da5eENnlC1%2F90LvoC33MLw%3D%3D&trackingId=VwRGbwjOWSenb%2B%2BygLYkqw%3D%3D,Delray Beach,FL,Data Analyst,Wednesday,150000.0
4882,"R, Data Science",114,2025-04-16,"Senior Product Manager, Feed Platform & App Navigation",LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-product-manager-feed-platform-app-navigation-at-linkedin-4211798418?position=3&pageNum=10&refId=5LIjL%2Fy%2FXx7fHMcSyD2XHg%3D%3D&trackingId=jRf1JBG5DKJQfXaZZitLbw%3D%3D,Sunnyvale,CA,Product,Wednesday,160000.0
4883,"R, Data Science",114,2025-04-16,"Principal Product Manager, Notifications AI",LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/principal-product-manager-notifications-ai-at-linkedin-4211901059?position=4&pageNum=10&refId=5LIjL%2Fy%2FXx7fHMcSyD2XHg%3D%3D&trackingId=NmZL2vAKfBUlGyYrTgasCw%3D%3D,Sunnyvale,CA,AI/ML,Wednesday,189000.0
4884,"R, Data Science",114,2025-04-16,Senior Quant UX Researcher,LinkedIn,"Mountain View, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-quant-ux-researcher-at-linkedin-4211900075?position=8&pageNum=12&refId=xEsLJKqGP8Z2GQM96MrTKQ%3D%3D&trackingId=Yq2NU4Ofj0uOtXv6lP5a1Q%3D%3D,Mountain View,CA,Research,Wednesday,120000.0
4885,"R, Data Science",114,2025-04-16,Senior Technical Consultant,LinkedIn,"Chicago, IL",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-technical-consultant-at-linkedin-4211902065?position=2&pageNum=15&refId=sJtfR0OwBQAKQXAg8Q6kvQ%3D%3D&trackingId=WzSsC5tPVWoJgzEBc1Mxgw%3D%3D,Chicago,IL,Other,Wednesday,206000.0
4886,"R, Data Science",114,2025-04-16,Senior Technical Consultant,LinkedIn,"San Francisco, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-technical-consultant-at-linkedin-4211796630?position=8&pageNum=15&refId=sJtfR0OwBQAKQXAg8Q6kvQ%3D%3D&trackingId=hjXdz%2F4yfpZ10IZFTnr5kQ%3D%3D,San Francisco,CA,Other,Wednesday,187000.0
4887,"R, Data Science",114,2025-04-16,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=4&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=0UC%2FsUk%2FgA4SPphv3DCDDA%3D%3D,San Francisco,CA,Product,Wednesday,140000.0
4888,"R, Data Science",114,2025-04-16,"Senior Manager, Talent Strategy & Consulting",LinkedIn,"Mountain View, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-manager-talent-strategy-consulting-at-linkedin-4211900072?position=10&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=%2Fx0rAK9ZzUFX9ALR5MWpEA%3D%3D,Mountain View,CA,Manager,Wednesday,144000.0
4889,"R, Data Science",114,2025-04-16,"Senior Product Manager, Jobs",LinkedIn,"San Francisco, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-product-manager-jobs-at-linkedin-4211795756?position=12&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=NhKXUr%2BM9P9C2KbYMUZpVw%3D%3D,San Francisco,CA,Product,Wednesday,162000.0
4890,"R, Data Science",114,2025-04-16,Staff UX Researcher - Measurement,LinkedIn,"Mountain View, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/staff-ux-researcher-measurement-at-linkedin-4211901063?position=18&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=mBfCIgkH3H0g%2Bhte%2BflPAg%3D%3D,Mountain View,CA,Research,Wednesday,155000.0
4891,"R, Data Science",114,2025-04-16,"Senior Associate, Planning",LinkedIn,"San Francisco, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-associate-planning-at-linkedin-4211798417?position=23&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=ZGJcUZEth86Wys1q5btdzg%3D%3D,San Francisco,CA,Other,Wednesday,157000.0
4892,"R, Data Science",114,2025-04-16,"Senior Director, Business Intelligence",Rithum,United States,2025-04-16,Senior Level,Temporary,Remote,https://www.linkedin.com/jobs/view/senior-director-business-intelligence-at-rithum-4211903769?position=32&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=rsQmBRVu3WkJnHzc1XfEng%3D%3D,Illinois,IL,Other,Wednesday,196000.0
4893,"R, Data Science",114,2025-04-16,"Principal Product Manager, Notifications AI",LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/principal-product-manager-notifications-ai-at-linkedin-4211901059?position=55&pageNum=0&refId=dptfQMGCFiSyDiXiMBqnXQ%3D%3D&trackingId=mv6w2kf7ZaEjFUj%2BHfl%2Bkw%3D%3D,Sunnyvale,CA,AI/ML,Wednesday,156000.0
4894,"R, Data Science",114,2025-04-16,"Senior Director, Business Intelligence",Rithum,United States,2025-04-16,Senior Level,Temporary,Remote,https://www.linkedin.com/jobs/view/senior-director-business-intelligence-at-rithum-4211903769?position=5&pageNum=2&refId=Aqrq0v4mlwLXshM6lDxNeg%3D%3D&trackingId=Qk6Nvo7colueBBozTSZBkg%3D%3D,Denton,TX,Other,Wednesday,198000.0
4895,"R, Data Science",114,2025-04-16,"Principal Product Manager, Notifications AI",LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/principal-product-manager-notifications-ai-at-linkedin-4211901059?position=5&pageNum=5&refId=xX3xWl4xIlTxba2fizXX5w%3D%3D&trackingId=n8Ssz9YnHfqweGAsM2sk%2Fg%3D%3D,Sunnyvale,CA,AI/ML,Wednesday,164000.0
4896,"R, Data Science",114,2025-04-16,Data Science CoOp,Johnson & Johnson,"Horsham, PA",2025-04-16,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/data-science-coop-at-johnson-johnson-4211797097?position=2&pageNum=7&refId=YNuriA9Ska2hrYSNI2AVjA%3D%3D&trackingId=GUBlCPFfGcqlqNOUBOkVeQ%3D%3D,Horsham,PA,Other,Wednesday,163000.0
4897,"R, Data Science",114,2025-04-16,"Senior Product Manager, Feed Platform & App Navigation",LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-product-manager-feed-platform-app-navigation-at-linkedin-4211798418?position=4&pageNum=7&refId=YNuriA9Ska2hrYSNI2AVjA%3D%3D&trackingId=5Lr%2BOYwurNX6uU00cOmfGw%3D%3D,Sunnyvale,CA,Product,Wednesday,156000.0
4898,"R, Data Science",114,2025-04-16,Senior Manager Web Analytics,LinkedIn,"Sunnyvale, CA",2025-04-16,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/senior-manager-web-analytics-at-linkedin-4211797556?position=6&pageNum=10&refId=v%2Btt9AuHXWZkdPiPlIm%2Fow%3D%3D&trackingId=yzKyGNAgLx4a9W52xdMUqQ%3D%3D,Sunnyvale,CA,Manager,Wednesday,165000.0
4899,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=51&pageNum=0&refId=Ngybv%2BkJpQ6ujgZwInvehw%3D%3D&trackingId=6%2BUobDBkdnwgZHJlbF5C7g%3D%3D,San Francisco,CA,Product,Wednesday,139000.0
4900,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=1&pageNum=5&refId=tvRgdp9uUJ9twkI81pd3zA%3D%3D&trackingId=fUm1R3%2Fv30DbdPYANzfFVQ%3D%3D,San Francisco,CA,Product,Wednesday,107000.0
4901,"R, Data Science",114,2025-04-17,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=6&pageNum=10&refId=9lC6oOGXrHQE1J%2BA6NPyyg%3D%3D&trackingId=BA4yKrRltrLrv1XwtZ39rQ%3D%3D,Philadelphia,PA,AI/ML,Tuesday,152000.0
4902,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=51&pageNum=0&refId=RQ699k6ZaFq4T%2FlNp%2F6JVQ%3D%3D&trackingId=FAlMWJQNFVwuylBKj5O7yg%3D%3D,San Francisco,CA,Product,Wednesday,102000.0
4903,"R, Data Science",114,2025-04-17,Senior Learning & Development Manager,Cogstate,United States,2025-04-13,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/senior-learning-development-manager-at-cogstate-4210993409?position=2&pageNum=10&refId=BMMtEJsNMNLSokufXEStVQ%3D%3D&trackingId=LQqxgsq8nV9RxVkc2Okldw%3D%3D,Arlington,TX,Manager,Sunday,199000.0
4904,"R, Data Science",114,2025-04-17,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=5&pageNum=10&refId=BMMtEJsNMNLSokufXEStVQ%3D%3D&trackingId=ixVOWHfsJgWDT5fL1HkF1w%3D%3D,Philadelphia,PA,AI/ML,Tuesday,154000.0
4905,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=51&pageNum=0&refId=rm8yxrvUBqkUJbGsCzF2PQ%3D%3D&trackingId=vTGhUv9S%2FttesRqx6Jjm6w%3D%3D,San Francisco,CA,Product,Wednesday,153000.0
4906,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=1&pageNum=5&refId=B%2F8zJmztZ6yOb0cWTg759A%3D%3D&trackingId=xeNB%2F7rSFOdixzL%2BOsLF9Q%3D%3D,San Francisco,CA,Product,Wednesday,119000.0
4907,"R, Data Science",114,2025-04-17,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=3&pageNum=10&refId=XU0%2FuVOPOhRVc%2F79dVg9IQ%3D%3D&trackingId=T%2FOHyXPGzWYbLQICQsCR7w%3D%3D,Philadelphia,PA,AI/ML,Tuesday,172000.0
4908,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-16,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4211900071?position=50&pageNum=0&refId=QG0geO3uZQppOvxNxkQUrA%3D%3D&trackingId=mDwE5Z5f7pyuD%2FE1z0PUpg%3D%3D,San Francisco,CA,Product,Wednesday,122000.0
4909,"R, Data Science",114,2025-04-17,"Data Analyst - (SAS, SQL and Tableau)- Banking",Tiger Analytics,United States,2025-04-17,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-analyst-sas-sql-and-tableau-banking-at-tiger-analytics-4212307493?position=10&pageNum=15&refId=OhJF%2F%2Fa8XNLLQ3Tjfp%2FHrQ%3D%3D&trackingId=p7wgCp%2BaSiDRpIQuQY0yIg%3D%3D,Idaho,ID,Data Analyst,Thursday,168000.0
4910,"R, Data Science",114,2025-04-17,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-17,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4212504035?position=53&pageNum=0&refId=y2QNzKdGK0RzmEnPM5gx7w%3D%3D&trackingId=DHoYGcAQLHUdNv297nO1%2BA%3D%3D,San Francisco,CA,Product,Thursday,117000.0
4911,"R, Data Science",114,2025-04-18,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-17,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4212504035?position=54&pageNum=0&refId=gyt9PEBODXbMg4KynksRXA%3D%3D&trackingId=JiqXmeQ%2BH7pSYk1DGN1r1g%3D%3D,San Francisco,CA,Product,Thursday,150000.0
4912,"R, Data Science",114,2025-04-18,"Product Manager, Notifications",LinkedIn,"San Francisco, CA",2025-04-17,Mid Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/product-manager-notifications-at-linkedin-4212504035?position=4&pageNum=5&refId=fXfLhDyCgf10fZRC27xi7Q%3D%3D&trackingId=MjnKZKE6gp3v1WFs983EGw%3D%3D,San Francisco,CA,Product,Thursday,130000.0
4913,"R, Data Science",114,2025-04-18,Senior Marketing AI & Data Analyst,Calcium+Company,"Philadelphia, PA",2025-04-08,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/senior-marketing-ai-data-analyst-at-calcium%2Bcompany-4204287420?position=3&pageNum=10&refId=EQaK4c6VOYT7ulv99%2Bh4Qw%3D%3D&trackingId=UNiMTFaYp5PjV9bPc8A0Zw%3D%3D,Philadelphia,PA,AI/ML,Tuesday,179000.0
4914,"R, Data Science",114,2025-04-23,Data Science - Fraud Analytics,Straive,"San Jose, CA",2025-04-23,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/data-science-fraud-analytics-at-straive-4215930081?position=1&pageNum=12&refId=y5x7AeIQMN03T7iekzr%2FYw%3D%3D&trackingId=vWA3TNSRq5FnEzTBhmRytA%3D%3D,San Jose,CA,Other,Wednesday,190000.0
4915,"R, Data Science",114,2025-04-23,Data Science - Fraud Analytics,Straive,"New York, United States",2025-04-22,Senior Level,Contract,On-site,https://www.linkedin.com/jobs/view/data-science-fraud-analytics-at-straive-4214612142?position=10&pageNum=12&refId=y5x7AeIQMN03T7iekzr%2FYw%3D%3D&trackingId=jcQpEk0OGCaYTj8vSmD2ew%3D%3D,New York,NY,Other,Tuesday,156000.0
4916,"R, Data Science",114,2025-04-23,Growth Marketing,Julius AI,"San Francisco, CA",2024-10-03,Mid Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/growth-marketing-at-julius-ai-4041421976?position=2&pageNum=15&refId=pvDhHyj62QxxpY%2BdtXbutA%3D%3D&trackingId=jJ0jt%2Bl8wWyMw7E0xAjHcA%3D%3D,San Francisco,CA,Other,Thursday,142000.0
4917,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=50&pageNum=0&refId=h%2B%2FXezNyMVf%2Fn0Qw2miGSw%3D%3D&trackingId=JDla5TPjXiZRT2MhWQaqiQ%3D%3D,Boston,MA,AI/ML,Tuesday,153000.0
4918,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=51&pageNum=0&refId=WEe0Q2i%2FUHNl8X7CwVExYg%3D%3D&trackingId=FZIV4V9rKW5k1RkT%2Fkrtow%3D%3D,Boston,MA,AI/ML,Tuesday,162000.0
4919,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=3&pageNum=5&refId=GZnfe31bAEdfuwqTXjweYQ%3D%3D&trackingId=eJomoQSNQ9%2BHFTnTmQ8PGA%3D%3D,Boston,MA,AI/ML,Tuesday,148000.0
4920,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=47&pageNum=0&refId=QDm78NduroOmPhOicxnqWg%3D%3D&trackingId=uV0fOV2o8U0mCrAIa%2BDGCQ%3D%3D,Boston,MA,AI/ML,Tuesday,147000.0
4921,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=48&pageNum=0&refId=h8eywf9XjE4nof3%2FuubcMQ%3D%3D&trackingId=9yrtXVxneEMbGJ9xzlE%2F8A%3D%3D,Boston,MA,AI/ML,Tuesday,178000.0
4922,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Deep Learning Engineer,GE HealthCare,"Bellevue, WA",2025-02-17,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/deep-learning-engineer-at-ge-healthcare-4157381857?position=5&pageNum=7&refId=nQv9VUDKQ8rBZ9Vi5t%2BdRg%3D%3D&trackingId=3KNJGkEqTfF5ocsN7Yc1nA%3D%3D,Bellevue,WA,Engineer,Monday,75000.0
4923,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=52&pageNum=0&refId=YQjeJ2PbNYJjIT1MUQqilQ%3D%3D&trackingId=aAzmiV%2FmMGTBFdjBksa0dA%3D%3D,Boston,MA,AI/ML,Tuesday,183000.0
4924,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Machine Learning Research Scientist,Lazarus AI,"Boston, MA",2025-02-04,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-lazarus-ai-4143091715?position=4&pageNum=5&refId=PNhMDUR4zTJoK%2FTYEZ9Vqg%3D%3D&trackingId=Gn1iqe7UJunTZRKjOcFC9A%3D%3D,Boston,MA,AI/ML,Tuesday,182000.0
4925,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,Deep Learning Engineer,GE HealthCare,"Bellevue, WA",2025-02-17,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/deep-learning-engineer-at-ge-healthcare-4157381857?position=1&pageNum=7&refId=6TPz1zh%2FLanAQfMRFi1sKg%3D%3D&trackingId=mLVCZ09b01RE%2F6kjTVJKhg%3D%3D,Bellevue,WA,Engineer,Monday,85000.0
4926,"Python, TensorFlow, PyTorch, Computer Vision, C++, R, Deep Learning, Machine Learning",97,2025-02-17,AI/ML Research Engineer,Lockheed Martin,Denver Metropolitan Area,2025-01-23,Mid Level,Full-time,Remote,https://www.linkedin.com/jobs/view/ai-ml-research-engineer-at-lockheed-martin-4152732309?position=8&pageNum=7&refId=6TPz1zh%2FLanAQfMRFi1sKg%3D%3D&trackingId=WR%2F%2BoamqjIp266D1EFDtqQ%3D%3D,Denver Metropolitan Area,,AI/ML,Thursday,153000.0
